epoch,grad_norm,learning_rate,loss,step,source
1.3036580948931547,1.6511025428771973,6.966975666280418e-06,0.6414,4500,checkpoint-6904
1.332633103947845,1.8715065717697144,6.67728852838934e-06,0.6417,4600,checkpoint-6904
1.3616081130025353,1.572782278060913,6.387601390498263e-06,0.6447,4700,checkpoint-6904
1.3905831220572256,1.6109107732772827,6.097914252607185e-06,0.6476,4800,checkpoint-6904
1.4195581311119159,1.8400990962982178,5.8082271147161075e-06,0.6357,4900,checkpoint-6904
1.4485331401666062,1.8099093437194824,5.5185399768250295e-06,0.632,5000,checkpoint-6904
1.4775081492212967,1.9895706176757812,5.228852838933952e-06,0.6266,5100,checkpoint-6904
1.506483158275987,1.962658405303955,4.939165701042874e-06,0.6392,5200,checkpoint-6904
1.5354581673306773,1.912479043006897,4.649478563151796e-06,0.6332,5300,checkpoint-6904
1.5644331763853676,1.879144549369812,4.359791425260719e-06,0.6395,5400,checkpoint-6904
1.593408185440058,2.0772855281829834,4.070104287369641e-06,0.6293,5500,checkpoint-6904
1.6223831944947484,1.9961192607879639,3.7804171494785636e-06,0.6351,5600,checkpoint-6904
1.6513582035494387,1.9686037302017212,3.490730011587486e-06,0.6274,5700,checkpoint-6904
1.680333212604129,2.014528274536133,3.2010428736964084e-06,0.6369,5800,checkpoint-6904
1.7093082216588193,1.9869009256362915,2.911355735805331e-06,0.6312,5900,checkpoint-6904
1.7382832307135097,1.9938576221466064,2.6216685979142524e-06,0.6372,6000,checkpoint-6904
1.7672582397682,1.8184409141540527,2.331981460023175e-06,0.6331,6100,checkpoint-6904
1.7962332488228903,1.8201138973236084,2.0422943221320976e-06,0.6304,6200,checkpoint-6904
1.8252082578775806,1.9441922903060913,1.7526071842410198e-06,0.6272,6300,checkpoint-6904
1.8541832669322709,1.97446870803833,1.462920046349942e-06,0.6253,6400,checkpoint-6904
1.8831582759869612,2.0112345218658447,1.1732329084588644e-06,0.6357,6500,checkpoint-6904
1.9121332850416515,1.8762589693069458,8.835457705677869e-07,0.6258,6600,checkpoint-6904
1.9411082940963418,1.891602873802185,5.938586326767092e-07,0.6291,6700,checkpoint-6904
1.970083303151032,1.81328284740448,3.0417149478563155e-07,0.6268,6800,checkpoint-6904
1.9990583122057226,1.9769620895385742,1.4484356894553885e-08,0.6339,6900,checkpoint-6904
